activity_id,week,location_id,co_share_group
A017,18,SEC:BET:H01_H02:EB,b1
A017,18,SEC:BET:H02_S15:EB,b1
A017,18,SEC:BET:S15_S16:EB,b1
A017,20,PLAT:BET:H01:EB,b1
A017,20,PLAT:BET:H02:EB,b2
A017,20,PLAT:BET:S15:EB,b2
A017,20,PLAT:BET:S16:EB,b3
A017,20,SEC:BET:H01_H02:EB,b1
A017,20,SEC:BET:H02_S15:EB,b2
A017,20,SEC:BET:S15_S16:EB,b1
A017,22,PLAT:BET:H01:EB,b1
A017,22,PLAT:BET:H02:EB,b2
A017,22,PLAT:BET:S15:EB,b3
A017,22,PLAT:BET:S16:EB,b2
A017,22,SEC:BET:H01_H02:EB,b1
A017,22,SEC:BET:H02_S15:EB,b1
A017,22,SEC:BET:S15_S16:EB,b3
A017,23,PLAT:BET:H01:EB,b1
A017,23,PLAT:BET:H02:EB,b2
A017,23,PLAT:BET:S15:EB,b3
A017,23,PLAT:BET:S16:EB,b1
A017,23,SEC:BET:H01_H02:EB,b2
A017,23,SEC:BET:H02_S15:EB,b1
A017,23,SEC:BET:S15_S16:EB,b3
A017,24,PLAT:BET:H01:EB,b2
A017,24,PLAT:BET:H02:EB,b2
A017,24,PLAT:BET:S15:EB,b1
A017,24,PLAT:BET:S16:EB,b2
A017,24,SEC:BET:H01_H02:EB,b2
A017,24,SEC:BET:H02_S15:EB,b2
A017,24,SEC:BET:S15_S16:EB,b4
A017,25,PLAT:BET:H01:EB,b1
A017,25,PLAT:BET:H02:EB,b1
A017,25,PLAT:BET:S15:EB,b3
A017,25,PLAT:BET:S16:EB,b3
A017,25,SEC:BET:H01_H02:EB,b2
A017,25,SEC:BET:H02_S15:EB,b1
A017,25,SEC:BET:S15_S16:EB,b5
A019,13,PLAT:BET:S16:EB,b3
A019,13,PLAT:BET:S17:EB,b3
A019,13,SEC:BET:S16_S17:EB,b1
A019,23,PLAT:BET:S16:EB,b1
A019,23,PLAT:BET:S17:EB,b1
A019,23,SEC:BET:S16_S17:EB,b2
A020,24,PLAT:ALP:H01:WB,b1
A020,24,PLAT:ALP:H02:WB,b1
A020,24,PLAT:ALP:S04:WB,b1
A020,24,PLAT:ALP:S05:WB,b2
A020,24,SEC:ALP:H01_H02:WB,b2
A020,24,SEC:ALP:H02_S05:WB,b2
A020,24,SEC:ALP:S04_H01:WB,b2
A020,25,PLAT:ALP:H01:WB,b1
A020,25,PLAT:ALP:H02:WB,b2
A020,25,PLAT:ALP:S04:WB,b2
A020,25,PLAT:ALP:S05:WB,b1
A020,25,SEC:ALP:H01_H02:WB,b1
A020,25,SEC:ALP:H02_S05:WB,b1
A020,25,SEC:ALP:S04_H01:WB,b3
A021,5,PLAT:BET:S11:WB,b2
A021,5,PLAT:BET:S12:WB,b2
A021,5,PLAT:BET:S13:WB,b2
A021,5,SEC:BET:S11_S12:WB,b1
A021,5,SEC:BET:S12_S13:WB,b1
A021,9,PLAT:BET:S11:WB,b3
A021,9,PLAT:BET:S12:WB,b2
A021,9,PLAT:BET:S13:WB,b3
A021,9,SEC:BET:S11_S12:WB,b3
A021,9,SEC:BET:S12_S13:WB,b1
A021,18,PLAT:BET:S11:WB,b3
A021,18,PLAT:BET:S12:WB,b3
A021,18,PLAT:BET:S13:WB,b3
A021,18,SEC:BET:S11_S12:WB,b1
A021,18,SEC:BET:S12_S13:WB,b3
A023,22,PLAT:ALP:S03:WB,b1
A023,22,PLAT:ALP:S04:WB,b2
A023,22,SEC:ALP:S03_S04:WB,b5
A023,23,PLAT:ALP:S03:WB,b3
A023,23,PLAT:ALP:S04:WB,b2
A023,23,SEC:ALP:S03_S04:WB,b4
A023,24,PLAT:ALP:S03:WB,b1
A023,24,PLAT:ALP:S04:WB,b1
A023,24,SEC:ALP:S03_S04:WB,b5
A023,25,PLAT:ALP:S03:WB,b2
A023,25,PLAT:ALP:S04:WB,b2
A023,25,SEC:ALP:S03_S04:WB,b3
A023,26,PLAT:ALP:S03:WB,b1
A023,26,PLAT:ALP:S04:WB,b1
A023,26,SEC:ALP:S03_S04:WB,b3
A023,27,PLAT:ALP:S03:WB,b1
A023,27,PLAT:ALP:S04:WB,b2
A023,27,SEC:ALP:S03_S04:WB,b1
A023,29,PLAT:ALP:S03:WB,b3
A023,29,PLAT:ALP:S04:WB,b1
A023,29,SEC:ALP:S03_S04:WB,b5
A025,11,PLAT:ALP:S01:EB,b1
A025,11,PLAT:ALP:S02:EB,b1
A025,11,PLAT:ALP:S03:EB,b3
A025,11,SEC:ALP:S01_S02:EB,b1
A025,11,SEC:ALP:S02_S03:EB,b1
A025,13,PLAT:ALP:S01:EB,b1
A025,13,PLAT:ALP:S02:EB,b1
A025,13,PLAT:ALP:S03:EB,b1
A025,13,SEC:ALP:S01_S02:EB,b1
A025,13,SEC:ALP:S02_S03:EB,b1
A025,15,PLAT:ALP:S01:EB,b1
A025,15,PLAT:ALP:S02:EB,b1
A025,15,PLAT:ALP:S03:EB,b2
A025,15,SEC:ALP:S01_S02:EB,b1
A025,15,SEC:ALP:S02_S03:EB,b1
A025,16,PLAT:ALP:S01:EB,b1
A025,16,PLAT:ALP:S02:EB,b1
A025,16,PLAT:ALP:S03:EB,b1
A025,16,SEC:ALP:S01_S02:EB,b1
A025,16,SEC:ALP:S02_S03:EB,b1
A025,17,PLAT:ALP:S01:EB,b1
A025,17,PLAT:ALP:S02:EB,b1
A025,17,PLAT:ALP:S03:EB,b2
A025,17,SEC:ALP:S01_S02:EB,b1
A025,17,SEC:ALP:S02_S03:EB,b1
A025,18,PLAT:ALP:S01:EB,b1
A025,18,PLAT:ALP:S02:EB,b1
A025,18,PLAT:ALP:S03:EB,b1
A025,18,SEC:ALP:S01_S02:EB,b1
A025,18,SEC:ALP:S02_S03:EB,b1
A025,24,PLAT:ALP:S01:EB,b1
A025,24,PLAT:ALP:S02:EB,b1
A025,24,PLAT:ALP:S03:EB,b1
A025,24,SEC:ALP:S01_S02:EB,b1
A025,24,SEC:ALP:S02_S03:EB,b1
A028,9,PLAT:ALP:H01:EB,b2
A028,9,PLAT:ALP:S03:EB,b3
A028,9,PLAT:ALP:S04:EB,b3
A028,9,SEC:ALP:S03_S04:EB,b1
A028,9,SEC:ALP:S04_H01:EB,b3
A028,10,PLAT:ALP:H01:EB,b2
A028,10,PLAT:ALP:S03:EB,b3
A028,10,PLAT:ALP:S04:EB,b3
A028,10,SEC:ALP:S03_S04:EB,b1
A028,10,SEC:ALP:S04_H01:EB,b3
A031,1,PLAT:ALP:S06:WB,b3
A031,1,PLAT:ALP:S07:WB,b3
A031,1,PLAT:ALP:S08:WB,b1
A031,1,SEC:ALP:S06_S07:WB,b1
A031,1,SEC:ALP:S07_S08:WB,b1
A031,2,PLAT:ALP:S06:WB,b3
A031,2,PLAT:ALP:S07:WB,b3
A031,2,PLAT:ALP:S08:WB,b1
A031,2,SEC:ALP:S06_S07:WB,b1
A031,2,SEC:ALP:S07_S08:WB,b1
A031,3,PLAT:ALP:S06:WB,b3
A031,3,PLAT:ALP:S07:WB,b3
A031,3,PLAT:ALP:S08:WB,b1
A031,3,SEC:ALP:S06_S07:WB,b1
A031,3,SEC:ALP:S07_S08:WB,b1
A031,4,PLAT:ALP:S06:WB,b3
A031,4,PLAT:ALP:S07:WB,b3
A031,4,PLAT:ALP:S08:WB,b1
A031,4,SEC:ALP:S06_S07:WB,b1
A031,4,SEC:ALP:S07_S08:WB,b1
A031,5,PLAT:ALP:S06:WB,b3
A031,5,PLAT:ALP:S07:WB,b3
A031,5,PLAT:ALP:S08:WB,b1
A031,5,SEC:ALP:S06_S07:WB,b1
A031,5,SEC:ALP:S07_S08:WB,b1
A031,6,PLAT:ALP:S06:WB,b3
A031,6,PLAT:ALP:S07:WB,b3
A031,6,PLAT:ALP:S08:WB,b1
A031,6,SEC:ALP:S06_S07:WB,b1
A031,6,SEC:ALP:S07_S08:WB,b1
A031,7,PLAT:ALP:S06:WB,b3
A031,7,PLAT:ALP:S07:WB,b3
A031,7,PLAT:ALP:S08:WB,b1
A031,7,SEC:ALP:S06_S07:WB,b1
A031,7,SEC:ALP:S07_S08:WB,b1
A031,8,PLAT:ALP:S06:WB,b3
A031,8,PLAT:ALP:S07:WB,b3
A031,8,PLAT:ALP:S08:WB,b1
A031,8,SEC:ALP:S06_S07:WB,b1
A031,8,SEC:ALP:S07_S08:WB,b1
A035,1,PLAT:ALP:S02:WB,b1
A035,1,PLAT:ALP:S03:WB,b3
A035,1,PLAT:ALP:S04:WB,b3
A035,1,SEC:ALP:S02_S03:WB,b1
A035,1,SEC:ALP:S03_S04:WB,b5
A035,3,PLAT:ALP:S02:WB,b1
A035,3,PLAT:ALP:S03:WB,b2
A035,3,PLAT:ALP:S04:WB,b3
A035,3,SEC:ALP:S02_S03:WB,b1
A035,3,SEC:ALP:S03_S04:WB,b5
A035,25,PLAT:ALP:S02:WB,b1
A035,25,PLAT:ALP:S03:WB,b2
A035,25,PLAT:ALP:S04:WB,b2
A035,25,SEC:ALP:S02_S03:WB,b1
A035,25,SEC:ALP:S03_S04:WB,b2
A036,22,PLAT:BET:H01:EB,b1
A036,22,PLAT:BET:S14:EB,b1
A036,22,SEC:BET:S14_H01:EB,b3
A036,23,PLAT:BET:H01:EB,b1
A036,23,PLAT:BET:S14:EB,b3
A036,23,SEC:BET:S14_H01:EB,b3
A036,24,PLAT:BET:H01:EB,b2
A036,24,PLAT:BET:S14:EB,b3
A036,24,SEC:BET:S14_H01:EB,b3
A036,25,PLAT:BET:H01:EB,b1
A036,25,PLAT:BET:S14:EB,b2
A036,25,SEC:BET:S14_H01:EB,b3
A036,26,PLAT:BET:H01:EB,b1
A036,26,PLAT:BET:S14:EB,b1
A036,26,SEC:BET:S14_H01:EB,b1
A036,27,PLAT:BET:H01:EB,b1
A036,27,PLAT:BET:S14:EB,b1
A036,27,SEC:BET:S14_H01:EB,b1
A037,12,PLAT:BET:S15:EB,b3
A037,12,PLAT:BET:S16:EB,b1
A037,12,PLAT:BET:S17:EB,b1
A037,12,SEC:BET:S15_S16:EB,b4
A037,12,SEC:BET:S16_S17:EB,b5
A037,14,PLAT:BET:S15:EB,b2
A037,14,PLAT:BET:S16:EB,b1
A037,14,PLAT:BET:S17:EB,b1
A037,14,SEC:BET:S15_S16:EB,b5
A037,14,SEC:BET:S16_S17:EB,b3
A038,16,PLAT:BET:S17:EB,b3
A038,16,PLAT:BET:S18:EB,b2
A038,16,SEC:BET:S17_S18:EB,b3
A038,19,PLAT:BET:S17:EB,b2
A038,19,PLAT:BET:S18:EB,b1
A038,19,SEC:BET:S17_S18:EB,b2
A038,21,PLAT:BET:S17:EB,b2
A038,21,PLAT:BET:S18:EB,b1
A038,21,SEC:BET:S17_S18:EB,b3
A039,8,PLAT:BET:S11:WB,b3
A039,8,PLAT:BET:S12:WB,b1
A039,8,PLAT:BET:S13:WB,b3
A039,8,PLAT:BET:S14:WB,b1
A039,8,SEC:BET:S11_S12:WB,b2
A039,8,SEC:BET:S12_S13:WB,b3
A039,8,SEC:BET:S13_S14:WB,b1
A039,10,PLAT:BET:S11:WB,b3
A039,10,PLAT:BET:S12:WB,b2
A039,10,PLAT:BET:S13:WB,b1
A039,10,PLAT:BET:S14:WB,b1
A039,10,SEC:BET:S11_S12:WB,b1
A039,10,SEC:BET:S12_S13:WB,b2
A039,10,SEC:BET:S13_S14:WB,b1
A039,11,PLAT:BET:S11:WB,b2
A039,11,PLAT:BET:S12:WB,b2
A039,11,PLAT:BET:S13:WB,b2
A039,11,PLAT:BET:S14:WB,b1
A039,11,SEC:BET:S11_S12:WB,b2
A039,11,SEC:BET:S12_S13:WB,b4
A039,11,SEC:BET:S13_S14:WB,b1
A039,12,PLAT:BET:S11:WB,b2
A039,12,PLAT:BET:S12:WB,b3
A039,12,PLAT:BET:S13:WB,b3
A039,12,PLAT:BET:S14:WB,b1
A039,12,SEC:BET:S11_S12:WB,b3
A039,12,SEC:BET:S12_S13:WB,b3
A039,12,SEC:BET:S13_S14:WB,b1
A039,17,PLAT:BET:S11:WB,b1
A039,17,PLAT:BET:S12:WB,b3
A039,17,PLAT:BET:S13:WB,b1
A039,17,PLAT:BET:S14:WB,b1
A039,17,SEC:BET:S11_S12:WB,b3
A039,17,SEC:BET:S12_S13:WB,b4
A039,17,SEC:BET:S13_S14:WB,b1
A039,22,PLAT:BET:S11:WB,b1
A039,22,PLAT:BET:S12:WB,b2
A039,22,PLAT:BET:S13:WB,b2
A039,22,PLAT:BET:S14:WB,b1
A039,22,SEC:BET:S11_S12:WB,b3
A039,22,SEC:BET:S12_S13:WB,b4
A039,22,SEC:BET:S13_S14:WB,b1
A039,24,PLAT:BET:S11:WB,b2
A039,24,PLAT:BET:S12:WB,b3
A039,24,PLAT:BET:S13:WB,b1
A039,24,PLAT:BET:S14:WB,b1
A039,24,SEC:BET:S11_S12:WB,b1
A039,24,SEC:BET:S12_S13:WB,b1
A039,24,SEC:BET:S13_S14:WB,b1
A040,13,PLAT:BET:H01:EB,b2
A040,13,PLAT:BET:H02:EB,b1
A040,13,PLAT:BET:S15:EB,b1
A040,13,PLAT:BET:S16:EB,b3
A040,13,SEC:BET:H01_H02:EB,b2
A040,13,SEC:BET:H02_S15:EB,b2
A040,13,SEC:BET:S15_S16:EB,b3
A040,14,PLAT:BET:H01:EB,b2
A040,14,PLAT:BET:H02:EB,b1
A040,14,PLAT:BET:S15:EB,b1
A040,14,PLAT:BET:S16:EB,b1
A040,14,SEC:BET:H01_H02:EB,b2
A040,14,SEC:BET:H02_S15:EB,b2
A040,14,SEC:BET:S15_S16:EB,b2
A040,22,PLAT:BET:H01:EB,b1
A040,22,PLAT:BET:H02:EB,b2
A040,22,PLAT:BET:S15:EB,b1
A040,22,PLAT:BET:S16:EB,b2
A040,22,SEC:BET:H01_H02:EB,b1
A040,22,SEC:BET:H02_S15:EB,b1
A040,22,SEC:BET:S15_S16:EB,b1
A040,23,PLAT:BET:H01:EB,b1
A040,23,PLAT:BET:H02:EB,b2
A040,23,PLAT:BET:S15:EB,b2
A040,23,PLAT:BET:S16:EB,b1
A040,23,SEC:BET:H01_H02:EB,b2
A040,23,SEC:BET:H02_S15:EB,b1
A040,23,SEC:BET:S15_S16:EB,b2
A040,24,PLAT:BET:H01:EB,b2
A040,24,PLAT:BET:H02:EB,b2
A040,24,PLAT:BET:S15:EB,b1
A040,24,PLAT:BET:S16:EB,b2
A040,24,SEC:BET:H01_H02:EB,b2
A040,24,SEC:BET:H02_S15:EB,b2
A040,24,SEC:BET:S15_S16:EB,b4
A040,25,PLAT:BET:H01:EB,b1
A040,25,PLAT:BET:H02:EB,b1
A040,25,PLAT:BET:S15:EB,b2
A040,25,PLAT:BET:S16:EB,b1
A040,25,SEC:BET:H01_H02:EB,b2
A040,25,SEC:BET:H02_S15:EB,b3
A040,25,SEC:BET:S15_S16:EB,b1
A040,27,PLAT:BET:H01:EB,b1
A040,27,PLAT:BET:H02:EB,b2
A040,27,PLAT:BET:S15:EB,b1
A040,27,PLAT:BET:S16:EB,b3
A040,27,SEC:BET:H01_H02:EB,b2
A040,27,SEC:BET:H02_S15:EB,b1
A040,27,SEC:BET:S15_S16:EB,b1
A041,12,PLAT:BET:S15:EB,b3
A041,12,PLAT:BET:S16:EB,b1
A041,12,SEC:BET:S15_S16:EB,b4
A041,14,PLAT:BET:S15:EB,b1
A041,14,PLAT:BET:S16:EB,b1
A041,14,SEC:BET:S15_S16:EB,b5
A042,25,PLAT:BET:S15:EB,b3
A042,25,PLAT:BET:S16:EB,b1
A042,25,PLAT:BET:S17:EB,b3
A042,25,PLAT:BET:S18:EB,b1
A042,25,SEC:BET:S15_S16:EB,b1
A042,25,SEC:BET:S16_S17:EB,b4
A042,25,SEC:BET:S17_S18:EB,b2
A042,26,PLAT:BET:S15:EB,b1
A042,26,PLAT:BET:S16:EB,b1
A042,26,PLAT:BET:S17:EB,b2
A042,26,PLAT:BET:S18:EB,b2
A042,26,SEC:BET:S15_S16:EB,b4
A042,26,SEC:BET:S16_S17:EB,b1
A042,26,SEC:BET:S17_S18:EB,b2
A042,27,PLAT:BET:S15:EB,b2
A042,27,PLAT:BET:S16:EB,b3
A042,27,PLAT:BET:S17:EB,b3
A042,27,PLAT:BET:S18:EB,b2
A042,27,SEC:BET:S15_S16:EB,b2
A042,27,SEC:BET:S16_S17:EB,b1
A042,27,SEC:BET:S17_S18:EB,b1
A043,14,PLAT:BET:H02:EB,b1
A043,14,PLAT:BET:S15:EB,b1
A043,14,PLAT:BET:S16:EB,b2
A043,14,PLAT:BET:S17:EB,b2
A043,14,SEC:BET:H02_S15:EB,b2
A043,14,SEC:BET:S15_S16:EB,b2
A043,14,SEC:BET:S16_S17:EB,b3
A043,19,PLAT:BET:H02:EB,b1
A043,19,PLAT:BET:S15:EB,b1
A043,19,PLAT:BET:S16:EB,b2
A043,19,PLAT:BET:S17:EB,b2
A043,19,SEC:BET:H02_S15:EB,b1
A043,19,SEC:BET:S15_S16:EB,b3
A043,19,SEC:BET:S16_S17:EB,b3
A046,10,PLAT:ALP:S05:WB,b3
A046,10,PLAT:ALP:S06:WB,b3
A046,10,SEC:ALP:S05_S06:WB,b1
A046,17,PLAT:ALP:S05:WB,b3
A046,17,PLAT:ALP:S06:WB,b3
A046,17,SEC:ALP:S05_S06:WB,b1
A046,19,PLAT:ALP:S05:WB,b2
A046,19,PLAT:ALP:S06:WB,b1
A046,19,SEC:ALP:S05_S06:WB,b1
A046,23,PLAT:ALP:S05:WB,b2
A046,23,PLAT:ALP:S06:WB,b1
